0.04276893,0.05000998,0.80112225,0.9918318,-0.072854504,-0.08565996,0.060202274,-0.094454445,-0.08642746,0.09605427,0.015417937,-0.055196803,0.0771854,0.026641319,-0.07657352,-0.19781972,0.091565266,-0.1623433,0.06839074,0.16872756,0.11182722,-0.14811417,0.17607838,-0.04590603,0.08831129,0.046315696,-0.029685264,-0.070653476,-0.030930087
0.020643666,0.059852812,0.7727342,0.9917625,-0.076117314,-0.07783735,0.06748827,-0.06767784,0.37688226,0.0902459,-0.38537306,-0.13363284,-0.39735153,0.028812148,0.37908387,-0.17502467,0.05144679,-0.79261106,-0.12506656,0.17119065,0.20644403,0.6715336,4.3460517,-0.06999498,-3.6296341,-1.5899818,-4.968389,0.11202671,4.366114
0.004576752,0.06108655,0.63482344,0.99218154,-0.0768003,-0.06980463,0.06931677,0.00013372237,0.76530236,0.13710544,-0.6694778,-0.3458887,-0.7626109,0.1397571,0.6670471,-0.09781371,-0.04477318,-1.8739127,0.44475645,0.41621962,-0.1622597,0.68486273,3.4391558,0.98570096,-2.0729692,-2.6371977,-2.3811338,2.0765634,1.4368037
0.05533506,-0.0017655783,0.5154676,0.9973774,0.040525872,-0.0048606615,0.059769027,0.1378093,1.094126,0.1885893,-0.7842445,-0.56019205,-0.8527744,0.41734594,0.6679864,1.129102,-1.1859376,0.056915253,3.221873,1.0202614,-0.15174955,1.9510269,2.909401,0.04007771,-0.24845801,-0.38594094,0.73082757,3.4468565,-1.3397405
0.15487367,-0.09581279,0.5161395,0.9833045,0.17262483,0.033655446,0.046692885,0.4161477,1.2554762,0.053898387,-0.7283459,-0.47196752,-0.64438224,0.57853746,0.49188527,0.5842574,-0.59016484,0.14755091,1.8742336,-0.7426724,-0.07366432,3.5947123,-0.15076181,-2.6924837,1.3461399,2.0010784,3.3996406,-0.5660477,-0.55641985
0.1937099,-0.10903851,0.55620617,0.9737269,0.22431044,0.026538298,0.028921593,0.5550515,1.108856,-0.30365166,-0.58399653,-0.22470453,-0.46192294,0.4812959,0.5086606,0.17390753,0.44839633,0.9455232,-0.050160382,0.1524975,-0.17701791,-0.3279864,-2.732927,-4.433902,1.5412767,2.8588333,-0.59757894,-1.2625878,0.22136049
0.21376997,-0.06193858,0.60484064,0.9753116,0.21689904,0.040874958,0.007170154,0.5314418,0.7130146,-0.5804729,-0.4959909,0.016529253,-0.5093501,0.449033,0.5199401,0.2750012,0.5147578,0.061561197,-0.2251297,-0.038627714,-0.9399998,-0.11011981,-5.142681,0.33735004,-0.254163,1.9876935,-0.23235835,0.59647495,0.04098343
0.23910381,0.0040202946,0.5988613,0.9810905,0.1892487,0.037790775,-0.014772222,0.52624124,0.43956354,-0.5129788,-0.5423728,0.13249646,-0.5197507,0.428451,0.5227347,0.23261242,0.7624438,-0.19874537,-0.7552105,-0.21887757,0.044082016,-0.01737106,0.7922417,0.9057315,-0.6664229,0.36989415,-0.03291023,-0.99653614,0.012801058
0.25663286,0.090127,0.5491237,0.9905782,0.1350623,0.022491034,-0.0026921816,0.50129384,0.50468904,-0.3962109,-0.6235651,0.1360583,-0.5212777,0.3096825,0.5228769,0.12763396,0.9551386,-0.8276622,-1.4536594,-0.24919216,0.40057704,-0.47145241,0.32411006,1.4232781,-0.95267206,-0.28552333,-0.005093801,-1.3829935,-0.0011480117
0.26817873,0.19983283,0.4337416,0.99850714,0.04271976,0.003077462,0.033898227,0.37656316,0.51969695,-0.15210888,-0.7594692,0.048671696,-0.5215816,0.10935804,0.52300555,0.10862027,1.2154316,-1.5284969,-2.3627732,-0.19455971,1.0628629,-1.997013,0.048985437,3.4264696,-1.7507695,-1.4322983,-0.0010144948,-2.6178997,0.0005367462
0.36305574,0.35818538,0.43773803,0.9979253,0.048730236,0.007127057,0.04146866,0.089457,0.5216184,0.2621679,-0.89377606,-0.18250364,-0.52171,-0.21251906,0.5226111,1.3252833,1.895601,1.1035024,0.71782213,-0.32668188,0.03590977,-3.7495975,0.0041381684,4.9885893,-0.96827346,-3.2174008,-0.002234784,-3.847486,0.00023465994
0.4920594,0.54090416,0.5438969,0.9967071,0.06371572,0.016890008,0.047223277,-0.24250863,0.52181274,0.6269221,-0.9897562,-0.55083555,-0.5646416,-0.56958985,0.5230474,1.1610069,1.6351787,0.640902,0.015983636,0.45742828,0.07855125,-2.8972862,0.0006226998,-0.45870635,-1.0760491,-3.3676317,-0.83327496,-1.3595603,0.0043051825
0.6015427,0.70612335,0.5614176,0.99731165,0.06027957,0.04062441,0.009246984,-0.44058752,0.60994744,0.47188178,-0.96910113,-0.55877495,-0.75516194,-0.50646615,0.5218801,1.0653788,1.5910697,-0.30666772,-0.17873338,0.37177217,-1.1506364,-1.1055907,1.7330375,-2.5035474,1.4495407,0.5911685,-2.9419613,1.8373094,-0.007057541
0.6916618,0.85363287,0.5141725,0.99703926,0.048697405,0.039083295,-0.04487446,-0.5286771,0.8899357,0.1014739,-0.7169098,-0.51591104,-1.015498,-0.20625636,0.5214145,0.52199537,1.2241857,0.8447678,-0.6317766,-0.80209684,-0.72961587,-0.46618944,3.4856644,-4.8780737,3.5455303,0.32091781,-1.8966073,4.064929,-0.0021586774
0.74405795,0.9626677,0.6388324,0.99693346,0.016806716,-0.009050394,-0.07588979,-0.50080717,1.2625207,-0.49936318,-0.47959754,-0.5182205,-1.0523592,0.31555232,0.5213311,0.45918095,1.0665387,0.9348364,-0.3281485,-0.98531604,-0.5733619,0.8815514,1.7106763,-7.1048937,-0.20755157,-0.37923703,0.8916897,6.3368816,-0.0005222923
