0.37923273,-0.8500014,0.67657155,0.027683932,-0.80073947,0.6819403,-0.41803974,0.27693355
0.63653576,-0.9032521,0.2039755,0.7076315,0.17403515,-0.017031392,-0.12430991,0.96680784
0.13373058,-0.9737073,-0.3322863,0.310058,0.043647155,0.5003806,0.75663483,0.8906577
-0.63131714,-0.9840052,0.7487215,-0.87753654,-0.142675,0.83479017,0.7493331,0.8391879
-0.9260421,-0.9610001,0.8496546,-0.8324684,-0.16896315,0.6468527,0.8038756,0.90035486
-0.1597775,-0.74735427,0.8930978,-0.41058168,-0.12985952,-0.3110685,-0.330018,0.84442383
-0.64300036,-0.57586896,0.26990327,-0.52905047,0.22216316,-0.3405285,-0.48493117,0.81484175
-0.65131855,-0.6674375,0.17931938,-0.6659006,0.30290633,-0.61134666,-0.54693234,0.6960431
-0.49147227,-0.89344025,-0.021048063,-0.74659944,0.33971804,0.35936135,0.008459891,0.28660524
-0.5899891,-0.94294316,-0.87636465,-0.5734822,0.467604,0.78199065,0.36750868,0.046054345
0.54448885,-0.90104175,-0.5514596,0.33736894,-0.9023023,0.94242543,0.27635327,-0.0024259463
0.82502335,-0.9003391,-0.9120431,0.93296397,-0.6759215,0.9641506,0.9439595,0.24103108
0.67806834,-0.45798594,-0.65022,0.6871304,-0.53190464,0.75968164,0.9012236,0.78387576
0.63777345,-0.36269456,0.09897232,-0.63296306,-0.3028255,0.42586792,-0.5171854,0.9675599
0.34686923,-0.16880007,0.6346388,-0.5220878,0.7741115,-0.11838195,-0.7277676,0.9845229
-0.085210696,-0.7157353,0.4441993,-0.8524215,0.9600227,-0.7561555,-0.97280556,0.9474381
-0.4400254,-0.8689768,0.58976597,-0.920142,0.42800933,-0.44774395,-0.17591204,0.8297999
-0.9875672,-0.96648586,0.69129735,-0.9712118,0.7765228,-0.58450204,-0.16632597,0.96218544
-0.30747798,-0.7458076,0.35971102,-0.94094384,-0.9710485,0.7866346,-0.31912127,0.17271413
0.5156902,-0.97333264,-0.291391,-0.16273503,-0.98087275,0.9602979,0.4657503,-0.8500228
0.8235637,-0.9367224,-0.81657284,0.8232838,-0.82194185,0.9801529,0.6052518,0.7646193
0.968331,-0.9685863,-0.99435294,0.97705686,0.7600047,0.99501425,0.9738002,0.27210152
0.086617656,-0.45757887,-0.1267917,-0.18766421,-0.331644,0.93054897,0.89270884,0.9099035
-0.604447,0.3826478,0.5293468,-0.90280443,0.45572415,0.0022863282,-0.6991298,0.9915333
-0.79113,0.1069698,0.4040704,-0.85951084,0.8949162,-0.43760216,-0.8220512,0.94650656
-0.84417987,-0.77478784,-0.3483494,-0.93376625,0.94726765,-0.85386854,-0.9600363,0.33130226
-0.49685276,0.19748425,-0.21290933,-0.91899544,-0.40279824,0.20605457,0.3310701,-0.2167998
0.82845694,-0.86642456,-0.41610754,0.33105022,-0.91160023,0.7751534,0.24056001,-0.68593484
0.9168509,-0.8157717,-0.524199,0.8006874,-0.93052584,0.83188576,0.1706363,0.6087742
0.95617986,-0.88116395,-0.89762115,0.9739023,-0.71423495,0.95385456,0.775106,0.7884507
0.741602,-0.00676314,0.61856556,-0.38817537,-0.5036148,-0.40152296,-0.6910292,0.978539
-0.34265354,-0.3088606,0.007885834,-0.8564072,0.9715669,-0.5564366,-0.9511232,0.94273263
-0.96438617,0.4900536,-0.5384431,-0.9705442,0.97374475,-0.8867653,-0.5803888,0.9401396
